item_id,email,name,description,condition,type
2355,usr316@gt.edu,"Adidas Power Soccer","Psygnosis France   Psygnosis","Heavily Used","Computer Game"
2356,usr316@gt.edu,"Beasts and Bumpkins","Worldweaver Ltd   Electronic Arts","Heavily Used","Computer Game"
2357,usr316@gt.edu,"Air Assault Task Force","ProSIM Company   Shrapnel Games",Mint,"Computer Game"
2358,usr317@gt.edu,"A Bloody Night","Emanuele Leoncilli","Lightly Used","Computer Game"
2359,usr317@gt.edu,"Age of Empires","Ensemble Studios   Microsoft Game Studios",Mint,"Computer Game"
2360,usr317@gt.edu,"Wargame: Red Dragon","Eugen Systems   Focus Home Interactive","Moderately Used","Computer Game"
2361,usr317@gt.edu,Dimps,NULL,"Heavily Used","Video Game"
2362,usr318@gt.edu,"Behind ","Fishtank   ","Like New","Card Game"
2363,usr318@gt.edu,"Major League Baseball 2K13","Sports   Visual Concepts",Mint,"Video Game"
2364,usr318@gt.edu,"The Elder Scrolls IV: Oblivion","Bethesda Game Studios, 4J Games, Superscape   Bethesda Softworks","Lightly Used","Computer Game"
2365,usr318@gt.edu,"Dredd: The Card Game ",NULL,Mint,"Card Game"
2366,usr319@gt.edu,"Trok ","Trok TCG   ","Like New","Card Game"
2367,usr319@gt.edu,"Football Champions ","Wizards of the Coast   ","Lightly Used","Card Game"
2368,usr319@gt.edu,"Advent Rising","GlyphX Games   Majesco Entertainment","Moderately Used","Computer Game"
2369,usr319@gt.edu,"Transformers ","Wizards of the Coast   ",Mint,"Card Game"
2370,usr319@gt.edu,"John Woo Presents: Stranglehold","Midway Chicago   ","Moderately Used","Video Game"
2371,usr319@gt.edu,"Accel World vs. Sword Art Online: Millennium Twilight","Artdink   Bandai Namco Entertainment","Moderately Used","Computer Game"
2372,usr320@gt.edu,"K-ON! Ho-kago Live!!","Sega   June 21, 2012","Lightly Used","Video Game"
2373,usr320@gt.edu,"AGEOD's American Civil War","AGEOD   Matrix Games","Moderately Used","Computer Game"
2374,usr320@gt.edu,"Killing Floor 2","Tripwire Interactive","Lightly Used","Computer Game"
2375,usr320@gt.edu,"Paradigm Simulation","Nintendo   Simulation/Flight","Like New","Video Game"
2376,usr320@gt.edu,"Mortal Kombat Mythologies: Sub-Zero","Midway Games   ","Moderately Used","Video Game"
2377,usr320@gt.edu,"Draim Arena","Draim   ","Damaged/Missing parts","Card Game"
2378,usr320@gt.edu,"Ultimate Combat!	","Ultimate Games   ","Like New","Card Game"
2379,usr320@gt.edu,"Avatar: The Last Airbender Trading Card Game","by Upper Deck   ",Mint,"Card Game"
2380,usr320@gt.edu,"Pro Mahjong Kiwame 64","Athena   Athena",Mint,"Video Game"
2381,usr320@gt.edu,"Pony Island","Daniel Mullins Games","Lightly Used","Computer Game"
2382,usr320@gt.edu,Elementeo,"Alchemist Empire   ","Like New","Card Game"
2383,usr320@gt.edu,"Wixoss	",NULL,"Damaged/Missing parts","Card Game"
2384,usr321@gt.edu,"Madballs in Babo: Invasion",NULL,Mint,"Video Game"
2385,usr321@gt.edu,"Masquerade: The Baubles of Doom","Action & Adventure   Big Ant Studios","Moderately Used","Video Game"
2386,usr321@gt.edu,"Silent Hunter","Aeon Electronic Entertainment   Strategic Simulations","Lightly Used","Computer Game"
2387,usr321@gt.edu,"Wyvern	","U.S. Games Systems   ",Mint,"Card Game"
2388,usr321@gt.edu,"Medal of Honor: Warfighter","First-person Shooter   Danger Close Games","Lightly Used","Video Game"
2389,usr321@gt.edu,"Sins of a Solar Empire",NULL,Mint,"Computer Game"
2390,usr321@gt.edu,"Assetto Corsa","Kunos Simulazioni","Like New","Computer Game"
2391,usr321@gt.edu,"Majin and the Forsaken Kingdom","Action-adventure, Puzzle, Platformer   Game Republic",Mint,"Video Game"
2392,usr321@gt.edu,"Final Twilight TCG ","Neo Productions Unlimited   ","Moderately Used","Card Game"
2393,usr321@gt.edu,"Force of Will ","Force of Will Ltd.   ","Lightly Used","Card Game"
2394,usr321@gt.edu,"Metro: Last Light","Survival Horror, First-person Shooter   4A Games",Mint,"Video Game"
2395,usr322@gt.edu,"Doctor Who Monster Invasion","BBC Worldwide   ","Lightly Used","Card Game"
2396,usr322@gt.edu,"Hellenes: Campaigns of the Peloponnesian War","GMT Games  2009",Mint,"Board Game"
2397,usr322@gt.edu,"Pool of Radiance",NULL,"Moderately Used","Computer Game"
2398,usr322@gt.edu,"Gundam War Nex-A ",NULL,Mint,"Card Game"
2399,usr322@gt.edu,Starbound,Chucklefish,"Like New","Computer Game"
2400,usr322@gt.edu,"Land Ahoy! ","Floor Jigsaw Puzzle By Ravensburger NEW","Moderately Used","Jigsaw Puzzle"
2401,usr322@gt.edu,"Milo's Astro Lanes","Player 1   Crave Entertainment","Heavily Used","Video Game"
2402,usr322@gt.edu,"Achtung Panzer: Kharkov 1943","Graviteam   Paradox Interactive","Like New","Computer Game"
2403,usr323@gt.edu,"Addiction Pinball","Team17   MicroProse","Moderately Used","Computer Game"
2404,usr323@gt.edu,"Anno 1701","Related Designs   Sunflowers","Moderately Used","Computer Game"
2405,usr323@gt.edu,"Treasure Island","Andrea Farnham (art and tricks)","Damaged/Missing parts","Jigsaw Puzzle"
2406,usr323@gt.edu,"Hyper Olympics in NaganoJP","KCEO   Konami","Like New","Video Game"
2407,usr323@gt.edu,"NBA Hangtime","Midway Games   Midway Home EntertainmentNA","Damaged/Missing parts","Video Game"
2408,usr323@gt.edu,"Pacific Coast Power & Light","THQ   Action/Multidirectional shooter","Lightly Used","Video Game"
2409,usr323@gt.edu,WildStar,"Carbine Studios   NC Soft","Heavily Used","Computer Game"
2410,usr323@gt.edu,Trireme,"Battleline Publications  1979","Damaged/Missing parts","Board Game"
2411,usr324@gt.edu,"Katawa Shoujo","Four Leaf Studios","Heavily Used","Computer Game"
2412,usr324@gt.edu,"Ms. Pac-Man Maze Madness","Mass Media Games   Namco","Moderately Used","Video Game"
2413,usr324@gt.edu,"Metal Slug 3","Classics   SNK","Like New","Video Game"
2414,usr324@gt.edu,"Adrift (video game)","Three One Zero   505 Games","Damaged/Missing parts","Computer Game"
2415,usr324@gt.edu,"Wasteland 2",NULL,"Like New","Computer Game"
2416,usr324@gt.edu,"Austin Powers Collectible Card Game","published by Decipher Inc.   ","Damaged/Missing parts","Card Game"
2417,usr324@gt.edu,Pentagon,"Andrea Farnham (art)",Mint,"Jigsaw Puzzle"
2418,usr324@gt.edu,"Just Dance 2014","Ubisoft Paris   ",Mint,"Video Game"
2419,usr324@gt.edu,"Audiosurf 2","Dylan Fitterer","Lightly Used","Computer Game"
2420,usr324@gt.edu,"Act of War: High Treason","Eugen Systems   Atari, Inc.",Mint,"Computer Game"
2421,usr324@gt.edu,"Ben 10","Bandai   ","Heavily Used","Card Game"
2422,usr324@gt.edu,"Metal Gear Solid HD Collection","Third-person Shooter, Stealth, Action   Kojima Productions","Like New","Video Game"
2423,usr325@gt.edu,"MIB: Alien Crisis","Action-adventure   Fun Labs",Mint,"Video Game"
2424,usr325@gt.edu,"J-Stars Victory Vs+","Spike Chunsoft   Unreleased","Like New","Video Game"
2425,usr325@gt.edu,"Magic: The Gathering 2013",NULL,"Like New","Video Game"
2426,usr326@gt.edu,"Moe Moe 2-Ji Daisenryaku Ultra Deluxe","Shooter   SystemSoft","Moderately Used","Video Game"
2427,usr326@gt.edu,"Act of Aggression","Eugen Systems   Focus Home Interactive","Like New","Computer Game"
2428,usr326@gt.edu,"Madballs in Babo: Invasion","Shooter   Playbrains","Lightly Used","Video Game"
2429,usr326@gt.edu,"Death Note Trading Card Game ","Konami   ","Lightly Used","Card Game"
2430,usr327@gt.edu,"Might & Magic: Duel of Champions - Forgotten Wars","Strategy & Simulation   Ubisoft","Damaged/Missing parts","Video Game"
2431,usr327@gt.edu,"The Garbage Gang ","Topps   ","Damaged/Missing parts","Card Game"
2432,usr327@gt.edu,"Digimon D-Tector ","Bandai   ","Damaged/Missing parts","Card Game"
2433,usr327@gt.edu,"Madden NFL 16","Sports   EA Tiburon","Damaged/Missing parts","Video Game"
2434,usr327@gt.edu,"A Hat in Time","Gears for Breakfast","Heavily Used","Computer Game"
2435,usr327@gt.edu,"NASCAR 2000",NULL,"Heavily Used","Video Game"
2436,usr327@gt.edu,"Mike Piazza's Strike Zone","Devil's Thumb Entertainment   GT Interactive",Mint,"Video Game"
2437,usr327@gt.edu,Pachisi,"India  Six or seven thrown cowry shells","Like New","Board Game"
2438,usr327@gt.edu,Gladiator,"Avalon Hill  1981","Damaged/Missing parts","Board Game"
2439,usr327@gt.edu,"NBA Courtside 2 Featuring Kobe Bryant",NULL,"Damaged/Missing parts","Video Game"
2440,usr327@gt.edu,"Adam's Venture","Vertigo Digital Entertainment   Soedesco","Heavily Used","Computer Game"
2441,usr328@gt.edu,"StarCraft II: Legacy of the Void","Blizzard Entertainment","Heavily Used","Computer Game"
2442,usr328@gt.edu,"Michael Jackson: The Experience","   Ubisoft Montreal",Mint,"Video Game"
2443,usr328@gt.edu,"World of Warcraft: Warlords of Draenor","Blizzard Entertainment",Mint,"Computer Game"
2444,usr328@gt.edu,"Minecraft: Xbox 360 Edition",NULL,"Moderately Used","Video Game"
2445,usr328@gt.edu,Chariot,"Simulations Publications, Inc.  1975","Moderately Used","Board Game"
2446,usr328@gt.edu,"Mahjong * Dream C Club","Puzzle Game   D3Publisher","Heavily Used","Video Game"
2447,usr328@gt.edu,"The Maw","Action & Adventure   Twisted Pixel Games","Moderately Used","Video Game"
2448,usr328@gt.edu,"Stronghold 3","Firefly Studios   7Sixty Games",Mint,"Computer Game"
2449,usr328@gt.edu,"The Caster Chronicles TCG ","Force of Will Ltd.   ","Moderately Used","Card Game"
2450,usr328@gt.edu,"WWE Face Off ","Topps   ","Moderately Used","Card Game"
2451,usr328@gt.edu,"Mighty No. 9","Action & Adventure   Comcept/Inti Creates",Mint,"Video Game"
2452,usr328@gt.edu,"Madden NFL 11","Sports   EA Tiburon","Damaged/Missing parts","Video Game"
2453,usr329@gt.edu,"Metal Gear Solid V: The Phantom Pain","Stealth, Action   Kojima Productions","Like New","Video Game"
2454,usr329@gt.edu,"Momotarou Dentetsu 16 Gold","Board Game   Hudson Soft",Mint,"Video Game"
2455,usr329@gt.edu,"Frozen Castle ",NULL,"Like New","Jigsaw Puzzle"
2456,usr329@gt.edu,"Geek Fight! ",NULL,"Like New","Card Game"
2457,usr329@gt.edu,"Warcards ","SC Patiart SRL   ","Damaged/Missing parts","Card Game"
2458,usr329@gt.edu,"Medal of Honor: Warfighter","First-person Shooter   Danger Close Games","Damaged/Missing parts","Video Game"
2459,usr329@gt.edu,"Anubis II",NULL,"Damaged/Missing parts","Computer Game"
2460,usr330@gt.edu,Chandragupta,"GMT Games  2008",Mint,"Board Game"
2461,usr330@gt.edu,ParaWorld,"SEK   Sunflowers","Heavily Used","Computer Game"
2462,usr330@gt.edu,"Monster Hunter Frontier G7","Action role-playing, Expansion   Capcom","Moderately Used","Video Game"
2463,usr331@gt.edu,"Call of Cthulhu: Collectible Card Game",NULL,"Like New","Card Game"
2464,usr331@gt.edu,"A Boy and His Blob","Abstraction Games, WayForward   Midnight City, Majesco,","Like New","Computer Game"
2465,usr331@gt.edu,"Stronghold 3","Firefly Studios   7Sixty Games","Like New","Computer Game"
2466,usr331@gt.edu,"Jetpack Joyride Deluxe",NULL,"Moderately Used","Video Game"
2467,usr332@gt.edu,"Edris A Jin","Syria and Lebanon  ","Like New","Board Game"
2468,usr332@gt.edu,"Jissen Pachi-Slot Hisshouhou! Hokuto no Ken F - Seikimatsu Kyuuseishu Densetsu","Sega   May 31, 2012","Lightly Used","Video Game"
2469,usr332@gt.edu,"Penumbra: Overture","Frictional Games",Mint,"Computer Game"
2470,usr332@gt.edu,"Mirror's Edge",NULL,"Like New","Video Game"
2471,usr332@gt.edu,"The New Tetris","H2O Entertainment   ","Moderately Used","Video Game"
2472,usr332@gt.edu,"Madballs in Babo: Invasion","Shooter   Playbrains","Damaged/Missing parts","Video Game"
2473,usr332@gt.edu,"Aliens Predator Collectible Card Game","Alien vs. Predator science fiction horror franchises   ","Lightly Used","Card Game"
2474,usr332@gt.edu,"Jikkyou Powerful Pro Yakyuu: Success Special","Konami   April 28, 2016","Lightly Used","Video Game"
2475,usr333@gt.edu,"Mortal Kombat 4",NULL,"Heavily Used","Video Game"
2476,usr333@gt.edu,"Nintama Rantaro 64 Game Gallery",NULL,"Heavily Used","Video Game"
2477,usr333@gt.edu,Legion,"Simulations Publications, Inc.  1975","Damaged/Missing parts","Board Game"
2478,usr333@gt.edu,"Age of Empires: The Rise of Rome","Ensemble Studios   Microsoft Game Studios","Damaged/Missing parts","Computer Game"
2479,usr333@gt.edu,"NHL Breakaway 99",NULL,"Lightly Used","Video Game"
2480,usr334@gt.edu,"Wasteland 2","inXile Entertainment   Deep Silver","Damaged/Missing parts","Computer Game"
2481,usr334@gt.edu,"Stepping into Space ",NULL,"Heavily Used","Jigsaw Puzzle"
2482,usr334@gt.edu,"Ace Ventura: The CD-Rom Game","7th Level   Bomico Entertainment Software","Like New","Computer Game"
2483,usr334@gt.edu,"Queens of the Ocean ","Jigsaw Puzzle By Ravensburger NEW","Damaged/Missing parts","Jigsaw Puzzle"
2484,usr334@gt.edu,"S.T.A.L.K.E.R.: Clear Sky","GSC Game World   Deep Silver","Moderately Used","Computer Game"
2485,usr335@gt.edu,"World of Warplanes",Wargaming,"Like New","Computer Game"
2486,usr335@gt.edu,"NFL Quarterback Club 99","Iguana Entertainment   Acclaim Sports","Like New","Video Game"
2487,usr335@gt.edu,"Xiaolin Showdown Trading Card Game ","Wizards of the Coast   ","Lightly Used","Card Game"
2488,usr335@gt.edu,"Mass Effect 3","Action RPG   BioWare","Lightly Used","Video Game"
2489,usr335@gt.edu,"A Passion for Art: Renoir, Cezanne, Matisse, and Dr. Barnes",NULL,"Heavily Used","Computer Game"
2490,usr335@gt.edu,"Adventure Pinball: Forgotten Island","Digital Extremes   Electronic Arts","Moderately Used","Computer Game"
2491,usr335@gt.edu,"Case Closed Trading Card Game",NULL,"Lightly Used","Card Game"
2492,usr336@gt.edu,"ARMA: Armed Assault","Bohemia Interactive   505 Games","Damaged/Missing parts","Computer Game"
2493,usr336@gt.edu,"Might & Magic: Duel of Champions - Forgotten Wars",NULL,"Damaged/Missing parts","Video Game"
2494,usr336@gt.edu,"Epic of the Peloponnesian War","Clash of Arms  2006","Damaged/Missing parts","Board Game"
2495,usr336@gt.edu,"Pet Fair Fun ","Jigsaw Puzzle By Ravensburger NEW","Lightly Used","Jigsaw Puzzle"
2496,usr336@gt.edu,"Behind ","Fishtank   ","Damaged/Missing parts","Card Game"
2497,usr336@gt.edu,"Agatha Christie: And Then There Were None","AWE Productions   The Adventure Company","Like New","Computer Game"
2498,usr336@gt.edu,"Madden NFL 10","Sports   EA Tiburon","Heavily Used","Video Game"
2499,usr336@gt.edu,"Just Dance 2016","Ubisoft Paris   ",Mint,"Video Game"
2500,usr337@gt.edu,"Agatha Christie: Evil Under the Sun","AWE Productions   The Adventure Company","Like New","Computer Game"
2501,usr337@gt.edu,Hexed,"Andrea Farnham (art)",Mint,"Jigsaw Puzzle"
2502,usr337@gt.edu,"Killer Instinct","Topps   ","Heavily Used","Card Game"
2503,usr337@gt.edu,"Gwiezdna Kohorta (AKA: Stargate Kohorta)","Wydawnictwo Imperium   ","Lightly Used","Card Game"
2504,usr337@gt.edu,"Suzanne Stofflet (mystery)",50/50,Mint,"Jigsaw Puzzle"
2505,usr338@gt.edu,"King Arthur: The Role-Playing Wargame","NeocoreGames   Paradox Interactive","Lightly Used","Computer Game"
2506,usr338@gt.edu,"MLB Front Office Manager","Sports Management   Blue Castle Games","Like New","Video Game"
2507,usr338@gt.edu,"RockMan Dash: Hagane no BoukenshinJP","Capcom Production Studio 2   Capcom","Lightly Used","Video Game"
2508,usr338@gt.edu,"Digi-Battle ","Bandai   ","Moderately Used","Card Game"
2509,usr338@gt.edu,"Eve Online","CCP Games","Moderately Used","Computer Game"
2510,usr338@gt.edu,"The Maw",NULL,"Moderately Used","Video Game"
2511,usr338@gt.edu,"UniVersus (AKA Universal Fighting System)","Sabertooth Games/Fantasy Flight Games/Jasco Games   ",Mint,"Card Game"
2512,usr338@gt.edu,"AssaultCube Reloaded (ACR)","AssaultCube Reloaded Task Force","Moderately Used","Computer Game"
2513,usr338@gt.edu,"Just Dance 2017","Ubisoft Paris   ",Mint,"Video Game"
2514,usr339@gt.edu,"Caesar's Legions","Avalon Hill  1975","Heavily Used","Board Game"
2515,usr339@gt.edu,"Pokemon Stadium Gold SilverJP","Nintendo EAD   Nintendo","Damaged/Missing parts","Video Game"
2516,usr339@gt.edu,"24: Trading Card Game","deck of 24 cards made from characters and events from the television show   ",Mint,"Card Game"
2517,usr340@gt.edu,"The Maw","Action & Adventure   Twisted Pixel Games","Heavily Used","Video Game"
2518,usr340@gt.edu,"Day of the Chariot: Kadesh","LPS, Inc.  2008","Like New","Board Game"
2519,usr340@gt.edu,"The Maw","Action & Adventure   Twisted Pixel Games",Mint,"Video Game"
2520,usr340@gt.edu,"Asphalt 8: Airborne",Gameloft,"Lightly Used","Computer Game"
2521,usr340@gt.edu,"Teen Titans Collectible Card Game ","Bandai   ","Heavily Used","Card Game"
2522,usr340@gt.edu,"Project Zomboid","The Indie Stone","Moderately Used","Computer Game"
2523,usr341@gt.edu,NintendoJP,"Role Playing/Tactical   1999-07-14JP","Lightly Used","Video Game"
2524,usr341@gt.edu,"Wizard of Oz","Molly Delaney (art)","Heavily Used","Jigsaw Puzzle"
2525,usr341@gt.edu,"Madden NFL 07","Sports   EA Tiburon","Damaged/Missing parts","Video Game"
2526,usr341@gt.edu,3W,1992,"Like New","Board Game"
2527,usr341@gt.edu,"Acrophobia (game)","Andrea Jennifer Shubert   Internet Relay Chat","Heavily Used","Computer Game"
2528,usr341@gt.edu,"Secret of the Silver Blades","Strategic Simulations, Inc.   Strategic Simulations, Inc., Pony Canyon, Inc.","Lightly Used","Computer Game"
2529,usr341@gt.edu,"Dickens of a Christmas","Molly Delaney (art)","Lightly Used","Jigsaw Puzzle"
2530,usr341@gt.edu,"Jedi Knights Trading Card Game","Decipher Inc.	No   ","Moderately Used","Card Game"
2531,usr341@gt.edu,"Actua Ice Hockey","Gremlin Interactive",Mint,"Computer Game"
2532,usr341@gt.edu,"HAL Laboratory","Nintendo   Action/Turn-Based Battle","Lightly Used","Video Game"
2533,usr341@gt.edu,"Burnout Paradise: The Ultimate Box","Criterion Games   Electronic Arts","Lightly Used","Computer Game"
2534,usr341@gt.edu,"Age of Empires II: The African Kingdoms","Ensemble Studios   Microsoft Game Studios","Heavily Used","Computer Game"
2535,usr342@gt.edu,Hegemon,"LPS, Inc.  2002","Heavily Used","Board Game"
2536,usr342@gt.edu,"Age of Pirates: Captain Blood",NULL,"Like New","Computer Game"
2537,usr342@gt.edu,"Star Citizen","Cloud Imperium Games Corporation",Mint,"Computer Game"
2538,usr342@gt.edu,"Playboy: The Mansion","Cyberlore Studios   Arush Entertainment, Groove Games","Lightly Used","Computer Game"
2539,usr342@gt.edu,"Tempest of the Gods ","Black Dragon Press   ","Lightly Used","Card Game"
2540,usr342@gt.edu,"GT InteractivePAL","Action/Fighting   1998-06-23NA","Like New","Video Game"
2541,usr342@gt.edu,"Monster Hunter Frontier G1","Action role-playing, Expansion   Capcom","Damaged/Missing parts","Video Game"
2542,usr342@gt.edu,"Madagascar 3: The Video Game","Action-adventure, Platformer   Monkey Bar Games","Like New","Video Game"
2543,usr343@gt.edu,"Hannibal: The Second Punic War","Decision Games  1991","Moderately Used","Board Game"
2544,usr343@gt.edu,"Megamind: Ultimate Showdown","Action   THQ","Lightly Used","Video Game"
2545,usr343@gt.edu,"Adidas Power Soccer","Psygnosis France   Psygnosis",Mint,"Computer Game"
2546,usr343@gt.edu,"Jikkyou Powerful Pro Yakyuu 2010","Konami   July 15, 2010",Mint,"Video Game"
2547,usr344@gt.edu,"Stronghold Kingdoms","Firefly Studios","Heavily Used","Computer Game"
2548,usr344@gt.edu,"Nuclear Strike 64","EA   ","Like New","Video Game"
2549,usr344@gt.edu,"Just Dance 4","Ubisoft Paris   October 2, 2014","Damaged/Missing parts","Video Game"
